Plataforma,Dirección,Zona,Tienda,Producto,Product_ID,Precio,Precio_Original,Descuento_%,Encontrado,Disponible,Tiempo_Entrega,Rating
didi_food,Santa Fe - Alto Ingreso/Corporativo,premium,Burger King,Whopper,ff_04,116.38,,,True,True,23-42 min,4.9
didi_food,Santa Fe - Alto Ingreso/Corporativo,premium,Burger King,Combo Whopper Mediano,ff_05,217.73,,,True,True,23-42 min,4.9
didi_food,Santa Fe - Alto Ingreso/Corporativo,premium,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,23.61,,,True,True,23-42 min,4.7
didi_food,Santa Fe - Alto Ingreso/Corporativo,premium,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,24.18,,,True,True,23-42 min,4.7
didi_food,Santa Fe - Alto Ingreso/Corporativo,premium,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,251.71,,,True,True,23-42 min,4.7
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,McDonald's,Big Mac,ff_01,110.2,,,True,True,23-42 min,4.5
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,McDonald's,Combo Mediano Big Mac,ff_02,173.2,,,True,True,23-42 min,4.5
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,McDonald's,McNuggets 10 piezas,ff_03,132.8,,,True,True,23-42 min,4.5
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,Burger King,Whopper,ff_04,101.89,,,True,True,23-42 min,4.3
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,Burger King,Combo Whopper Mediano,ff_05,219.35,258.06,15.0,True,True,23-42 min,4.3
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,20.94,,,True,True,23-42 min,4.8
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,15.21,,,True,True,23-42 min,4.8
didi_food,Lomas de Chapultepec - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,354.98,,,True,True,23-42 min,4.8
didi_food,Del Valle Centro - Clase Media Alta,middle_high,McDonald's,Big Mac,ff_01,92.81,,,True,True,25-45 min,4.6
didi_food,Del Valle Centro - Clase Media Alta,middle_high,McDonald's,Combo Mediano Big Mac,ff_02,166.55,185.06,10.0,True,True,25-45 min,4.6
didi_food,Del Valle Centro - Clase Media Alta,middle_high,McDonald's,McNuggets 10 piezas,ff_03,117.1,,,True,True,25-45 min,4.6
didi_food,Del Valle Centro - Clase Media Alta,middle_high,Burger King,Whopper,ff_04,86.61,96.23,10.0,True,True,25-45 min,4.6
didi_food,Del Valle Centro - Clase Media Alta,middle_high,Burger King,Combo Whopper Mediano,ff_05,199.96,,,True,True,25-45 min,4.6
didi_food,Del Valle Centro - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,29.75,,,True,True,25-45 min,4.5
didi_food,Del Valle Centro - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,26.38,,,True,True,25-45 min,4.5
didi_food,Del Valle Centro - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,331.54,,,True,True,25-45 min,4.5
didi_food,Narvarte - Clase Media,middle,McDonald's,Big Mac,ff_01,107.72,,,True,True,28-50 min,4.5
didi_food,Narvarte - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,148.83,,,True,True,28-50 min,4.5
didi_food,Narvarte - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,122.32,,,True,True,28-50 min,4.5
didi_food,Narvarte - Clase Media,middle,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,21.17,,,True,True,28-50 min,3.8
didi_food,Narvarte - Clase Media,middle,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,22.42,,,True,True,28-50 min,3.8
didi_food,Narvarte - Clase Media,middle,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,320.29,,,True,True,28-50 min,3.8
didi_food,Coyoacán Centro - Clase Media,middle,McDonald's,Big Mac,ff_01,99.61,,,True,True,28-50 min,4.0
didi_food,Coyoacán Centro - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,167.63,,,True,True,28-50 min,4.0
didi_food,Coyoacán Centro - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,90.93,113.66,20.0,True,True,28-50 min,4.0
didi_food,Coyoacán Centro - Clase Media,middle,Burger King,Whopper,ff_04,111.1,130.71,15.0,True,True,28-50 min,4.0
didi_food,Coyoacán Centro - Clase Media,middle,Burger King,Combo Whopper Mediano,ff_05,168.79,,,True,True,28-50 min,4.0
didi_food,Coyoacán Centro - Clase Media,middle,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,20.98,,,True,True,28-50 min,4.6
didi_food,Coyoacán Centro - Clase Media,middle,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,20.0,22.22,10.0,True,True,28-50 min,4.6
didi_food,Coyoacán Centro - Clase Media,middle,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,296.35,,,True,True,28-50 min,4.6
didi_food,Tlalpan Centro - Clase Media,middle,McDonald's,Big Mac,ff_01,75.46,,,True,True,28-50 min,4.4
didi_food,Tlalpan Centro - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,177.24,208.52,15.0,True,True,28-50 min,4.4
didi_food,Tlalpan Centro - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,116.47,,,True,True,28-50 min,4.4
didi_food,Tlalpan Centro - Clase Media,middle,Burger King,Whopper,ff_04,98.28,,,True,True,28-50 min,4.1
didi_food,Tlalpan Centro - Clase Media,middle,Burger King,Combo Whopper Mediano,ff_05,175.56,,,True,True,28-50 min,4.1
didi_food,Coapa - Clase Media,middle,McDonald's,Big Mac,ff_01,77.27,,,True,True,28-50 min,4.6
didi_food,Coapa - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,145.97,,,True,True,28-50 min,4.6
didi_food,Coapa - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,120.23,,,True,True,28-50 min,4.6
didi_food,Coapa - Clase Media,middle,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,25.8,,,True,True,28-50 min,4.3
didi_food,Coapa - Clase Media,middle,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,17.84,,,True,True,28-50 min,4.3
didi_food,Coapa - Clase Media,middle,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,197.22,,,True,True,28-50 min,4.3
didi_food,Reforma - Zona de Oficinas,business,McDonald's,Big Mac,ff_01,84.04,,,True,True,25-45 min,4.4
didi_food,Reforma - Zona de Oficinas,business,McDonald's,Combo Mediano Big Mac,ff_02,196.49,,,True,True,25-45 min,4.4
didi_food,Reforma - Zona de Oficinas,business,McDonald's,McNuggets 10 piezas,ff_03,139.75,164.41,15.0,True,True,25-45 min,4.4
didi_food,Reforma - Zona de Oficinas,business,Burger King,Whopper,ff_04,112.79,132.69,15.0,True,True,25-45 min,4.5
didi_food,Reforma - Zona de Oficinas,business,Burger King,Combo Whopper Mediano,ff_05,201.18,,,True,True,25-45 min,4.5
didi_food,Reforma - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,24.37,,,True,True,25-45 min,4.7
didi_food,Reforma - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,17.86,,,True,True,25-45 min,4.7
didi_food,Reforma - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,252.61,,,True,True,25-45 min,4.7
didi_food,Insurgentes Sur - Zona de Oficinas,business,McDonald's,Big Mac,ff_01,94.73,,,True,True,25-45 min,3.9
didi_food,Insurgentes Sur - Zona de Oficinas,business,McDonald's,Combo Mediano Big Mac,ff_02,196.62,231.32,15.0,True,True,25-45 min,3.9
didi_food,Insurgentes Sur - Zona de Oficinas,business,McDonald's,McNuggets 10 piezas,ff_03,135.96,,,True,True,25-45 min,3.9
didi_food,Insurgentes Sur - Zona de Oficinas,business,Burger King,Whopper,ff_04,119.39,,,True,True,25-45 min,4.1
didi_food,Insurgentes Sur - Zona de Oficinas,business,Burger King,Combo Whopper Mediano,ff_05,204.94,,,True,True,25-45 min,4.1
didi_food,Insurgentes Sur - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,25.9,,,True,True,25-45 min,4.2
didi_food,Insurgentes Sur - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,16.61,,,True,True,25-45 min,4.2
didi_food,Insurgentes Sur - Zona de Oficinas,business,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,210.87,,,True,True,25-45 min,4.2
didi_food,Centro Histórico,commercial,McDonald's,Big Mac,ff_01,95.7,112.59,15.0,True,True,26-47 min,4.8
didi_food,Centro Histórico,commercial,McDonald's,Combo Mediano Big Mac,ff_02,165.55,,,True,True,26-47 min,4.8
didi_food,Centro Histórico,commercial,McDonald's,McNuggets 10 piezas,ff_03,118.08,,,True,True,26-47 min,4.8
didi_food,Centro Histórico,commercial,Burger King,Whopper,ff_04,123.89,,,True,True,26-47 min,4.7
didi_food,Centro Histórico,commercial,Burger King,Combo Whopper Mediano,ff_05,148.38,,,True,True,26-47 min,4.7
didi_food,Centro Histórico,commercial,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,21.31,,,True,True,26-47 min,4.8
didi_food,Centro Histórico,commercial,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,22.84,,,True,True,26-47 min,4.8
didi_food,Centro Histórico,commercial,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,179.83,,,True,True,26-47 min,4.8
didi_food,Zona Rosa,commercial,McDonald's,Big Mac,ff_01,84.6,,,True,True,26-47 min,4.8
didi_food,Zona Rosa,commercial,McDonald's,Combo Mediano Big Mac,ff_02,157.6,,,True,True,26-47 min,4.8
didi_food,Zona Rosa,commercial,McDonald's,McNuggets 10 piezas,ff_03,114.11,,,True,True,26-47 min,4.8
didi_food,Zona Rosa,commercial,Burger King,Whopper,ff_04,100.66,,,True,True,26-47 min,3.9
didi_food,Zona Rosa,commercial,Burger King,Combo Whopper Mediano,ff_05,200.7,236.12,15.0,True,True,26-47 min,3.9
didi_food,Zona Rosa,commercial,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,26.49,,,True,True,26-47 min,3.9
didi_food,Zona Rosa,commercial,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,22.54,28.17,20.0,True,True,26-47 min,3.9
didi_food,Zona Rosa,commercial,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,332.51,,,True,True,26-47 min,3.9
didi_food,Lindavista - Clase Media,middle,McDonald's,Big Mac,ff_01,106.85,,,True,True,28-50 min,4.1
didi_food,Lindavista - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,128.36,,,True,True,28-50 min,4.1
didi_food,Lindavista - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,103.7,,,True,True,28-50 min,4.1
didi_food,Lindavista - Clase Media,middle,Burger King,Whopper,ff_04,111.33,,,True,True,28-50 min,4.3
didi_food,Lindavista - Clase Media,middle,Burger King,Combo Whopper Mediano,ff_05,146.97,,,True,True,28-50 min,4.3
didi_food,Lindavista - Clase Media,middle,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,25.82,,,True,True,28-50 min,3.9
didi_food,Lindavista - Clase Media,middle,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,14.53,,,True,True,28-50 min,3.9
didi_food,Lindavista - Clase Media,middle,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,172.19,229.59,25.0,True,True,28-50 min,3.9
didi_food,Pedregal - Alto Ingreso,premium,McDonald's,Big Mac,ff_01,96.52,,,True,True,23-42 min,4.1
didi_food,Pedregal - Alto Ingreso,premium,McDonald's,Combo Mediano Big Mac,ff_02,187.7,,,True,True,23-42 min,4.1
didi_food,Pedregal - Alto Ingreso,premium,McDonald's,McNuggets 10 piezas,ff_03,109.6,,,True,True,23-42 min,4.1
didi_food,Pedregal - Alto Ingreso,premium,Burger King,Whopper,ff_04,136.33,,,True,True,23-42 min,3.9
didi_food,Pedregal - Alto Ingreso,premium,Burger King,Combo Whopper Mediano,ff_05,177.32,,,True,True,23-42 min,3.9
didi_food,Pedregal - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,32.9,,,True,True,23-42 min,4.0
didi_food,Pedregal - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,17.9,23.87,25.0,True,True,23-42 min,4.0
didi_food,Pedregal - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,214.32,252.14,15.0,True,True,23-42 min,4.0
didi_food,Iztapalapa Centro - Popular,popular,McDonald's,Big Mac,ff_01,95.23,,,True,True,30-55 min,4.2
didi_food,Iztapalapa Centro - Popular,popular,McDonald's,Combo Mediano Big Mac,ff_02,150.21,,,True,True,30-55 min,4.2
didi_food,Iztapalapa Centro - Popular,popular,McDonald's,McNuggets 10 piezas,ff_03,85.24,106.55,20.0,True,True,30-55 min,4.2
didi_food,Iztapalapa Centro - Popular,popular,Burger King,Whopper,ff_04,77.88,86.53,10.0,True,True,30-55 min,4.8
didi_food,Iztapalapa Centro - Popular,popular,Burger King,Combo Whopper Mediano,ff_05,125.97,,,True,True,30-55 min,4.8
didi_food,Iztapalapa Centro - Popular,popular,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,24.11,26.79,10.0,True,True,30-55 min,3.9
didi_food,Iztapalapa Centro - Popular,popular,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,11.56,,,True,True,30-55 min,3.9
didi_food,Iztapalapa Centro - Popular,popular,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,244.89,,,True,True,30-55 min,3.9
didi_food,Tepito - Popular,popular,McDonald's,Big Mac,ff_01,65.57,72.86,10.0,True,True,30-55 min,4.2
didi_food,Tepito - Popular,popular,McDonald's,Combo Mediano Big Mac,ff_02,122.6,,,True,True,30-55 min,4.2
didi_food,Tepito - Popular,popular,McDonald's,McNuggets 10 piezas,ff_03,87.07,,,True,True,30-55 min,4.2
didi_food,Tepito - Popular,popular,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,16.77,,,True,True,30-55 min,4.8
didi_food,Tepito - Popular,popular,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,12.59,15.74,20.0,True,True,30-55 min,4.8
didi_food,Tepito - Popular,popular,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,271.23,,,True,True,30-55 min,4.8
didi_food,Ciudad Neza - Periférica,peripheral,McDonald's,Big Mac,ff_01,66.84,,,True,True,35-62 min,4.2
didi_food,Ciudad Neza - Periférica,peripheral,McDonald's,Combo Mediano Big Mac,ff_02,139.75,,,True,True,35-62 min,4.2
didi_food,Ciudad Neza - Periférica,peripheral,McDonald's,McNuggets 10 piezas,ff_03,98.66,,,True,True,35-62 min,4.2
didi_food,Ciudad Neza - Periférica,peripheral,Burger King,Whopper,ff_04,73.52,,,True,True,35-62 min,3.9
didi_food,Ciudad Neza - Periférica,peripheral,Burger King,Combo Whopper Mediano,ff_05,143.53,,,True,True,35-62 min,3.9
didi_food,Ecatepec - Periférica,peripheral,McDonald's,Big Mac,ff_01,71.07,,,True,True,35-62 min,4.7
didi_food,Ecatepec - Periférica,peripheral,McDonald's,Combo Mediano Big Mac,ff_02,138.13,,,True,True,35-62 min,4.7
didi_food,Ecatepec - Periférica,peripheral,McDonald's,McNuggets 10 piezas,ff_03,100.65,,,True,True,35-62 min,4.7
didi_food,Ecatepec - Periférica,peripheral,Burger King,Whopper,ff_04,78.74,,,True,True,35-62 min,3.8
didi_food,Ecatepec - Periférica,peripheral,Burger King,Combo Whopper Mediano,ff_05,137.48,,,True,True,35-62 min,3.8
didi_food,Ecatepec - Periférica,peripheral,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,18.7,,,True,True,35-62 min,4.1
didi_food,Ecatepec - Periférica,peripheral,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,14.55,,,True,True,35-62 min,4.1
didi_food,Ecatepec - Periférica,peripheral,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,237.34,,,True,True,35-62 min,4.1
didi_food,Satélite - Clase Media Alta,middle_high,McDonald's,Big Mac,ff_01,96.24,,,True,True,25-45 min,4.9
didi_food,Satélite - Clase Media Alta,middle_high,McDonald's,Combo Mediano Big Mac,ff_02,147.45,,,True,True,25-45 min,4.9
didi_food,Satélite - Clase Media Alta,middle_high,McDonald's,McNuggets 10 piezas,ff_03,94.12,,,True,True,25-45 min,4.9
didi_food,Satélite - Clase Media Alta,middle_high,Burger King,Whopper,ff_04,101.25,,,True,True,25-45 min,4.5
didi_food,Satélite - Clase Media Alta,middle_high,Burger King,Combo Whopper Mediano,ff_05,190.9,,,True,True,25-45 min,4.5
didi_food,Satélite - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,20.75,27.67,25.0,True,True,25-45 min,4.1
didi_food,Satélite - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,15.93,,,True,True,25-45 min,4.1
didi_food,Satélite - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,276.4,,,True,True,25-45 min,4.1
didi_food,Interlomas - Alto Ingreso,premium,Burger King,Whopper,ff_04,114.84,,,True,True,23-42 min,4.1
didi_food,Interlomas - Alto Ingreso,premium,Burger King,Combo Whopper Mediano,ff_05,213.95,,,True,True,23-42 min,4.1
didi_food,Interlomas - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,32.09,,,True,True,23-42 min,4.3
didi_food,Interlomas - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,15.53,18.27,15.0,True,True,23-42 min,4.3
didi_food,Interlomas - Alto Ingreso,premium,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,291.9,,,True,True,23-42 min,4.3
didi_food,Universidad - Estudiantil,university,McDonald's,Big Mac,ff_01,73.08,97.44,25.0,True,True,28-50 min,4.0
didi_food,Universidad - Estudiantil,university,McDonald's,Combo Mediano Big Mac,ff_02,169.29,199.16,15.0,True,True,28-50 min,4.0
didi_food,Universidad - Estudiantil,university,McDonald's,McNuggets 10 piezas,ff_03,121.64,,,True,True,28-50 min,4.0
didi_food,Universidad - Estudiantil,university,Burger King,Whopper,ff_04,100.87,,,True,True,28-50 min,4.6
didi_food,Universidad - Estudiantil,university,Burger King,Combo Whopper Mediano,ff_05,134.32,,,True,True,28-50 min,4.6
didi_food,Universidad - Estudiantil,university,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,24.8,,,True,True,28-50 min,3.9
didi_food,Universidad - Estudiantil,university,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,18.09,,,True,True,28-50 min,3.9
didi_food,Universidad - Estudiantil,university,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,182.47,,,True,True,28-50 min,3.9
didi_food,IPN Zacatenco - Estudiantil,university,Burger King,Whopper,ff_04,84.35,,,True,True,28-50 min,4.6
didi_food,IPN Zacatenco - Estudiantil,university,Burger King,Combo Whopper Mediano,ff_05,142.77,,,True,True,28-50 min,4.6
didi_food,IPN Zacatenco - Estudiantil,university,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,24.31,,,True,True,28-50 min,4.9
didi_food,IPN Zacatenco - Estudiantil,university,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,12.77,,,True,True,28-50 min,4.9
didi_food,IPN Zacatenco - Estudiantil,university,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,295.01,347.07,15.0,True,True,28-50 min,4.9
didi_food,Azcapotzalco - Clase Media Baja,popular,McDonald's,Big Mac,ff_01,76.9,90.47,15.0,True,True,30-55 min,4.8
didi_food,Azcapotzalco - Clase Media Baja,popular,McDonald's,Combo Mediano Big Mac,ff_02,133.33,,,True,True,30-55 min,4.8
didi_food,Azcapotzalco - Clase Media Baja,popular,McDonald's,McNuggets 10 piezas,ff_03,95.37,,,True,True,30-55 min,4.8
didi_food,Azcapotzalco - Clase Media Baja,popular,Burger King,Whopper,ff_04,78.76,,,True,True,30-55 min,3.8
didi_food,Azcapotzalco - Clase Media Baja,popular,Burger King,Combo Whopper Mediano,ff_05,132.19,,,True,True,30-55 min,3.8
didi_food,Azcapotzalco - Clase Media Baja,popular,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,28.42,,,True,True,30-55 min,4.2
didi_food,Azcapotzalco - Clase Media Baja,popular,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,17.06,18.96,10.0,True,True,30-55 min,4.2
didi_food,Azcapotzalco - Clase Media Baja,popular,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,236.28,,,True,True,30-55 min,4.2
didi_food,Tacubaya - Clase Media,middle,McDonald's,Big Mac,ff_01,91.46,114.32,20.0,True,True,28-50 min,4.9
didi_food,Tacubaya - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,147.86,,,True,True,28-50 min,4.9
didi_food,Tacubaya - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,123.81,,,True,True,28-50 min,4.9
didi_food,Tacubaya - Clase Media,middle,Burger King,Whopper,ff_04,90.14,120.19,25.0,True,True,28-50 min,4.8
didi_food,Tacubaya - Clase Media,middle,Burger King,Combo Whopper Mediano,ff_05,184.53,,,True,True,28-50 min,4.8
didi_food,Mixcoac - Clase Media,middle,McDonald's,Big Mac,ff_01,100.43,,,True,True,28-50 min,3.9
didi_food,Mixcoac - Clase Media,middle,McDonald's,Combo Mediano Big Mac,ff_02,180.43,,,True,True,28-50 min,3.9
didi_food,Mixcoac - Clase Media,middle,McDonald's,McNuggets 10 piezas,ff_03,83.11,,,True,True,28-50 min,3.9
didi_food,Mixcoac - Clase Media,middle,Burger King,Whopper,ff_04,91.35,,,True,True,28-50 min,4.4
didi_food,Mixcoac - Clase Media,middle,Burger King,Combo Whopper Mediano,ff_05,168.12,,,True,True,28-50 min,4.4
didi_food,Mixcoac - Clase Media,middle,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,23.24,,,True,True,28-50 min,4.4
didi_food,Mixcoac - Clase Media,middle,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,21.74,,,True,True,28-50 min,4.4
didi_food,Mixcoac - Clase Media,middle,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,180.79,,,True,True,28-50 min,4.4
didi_food,Tláhuac - Periférica,peripheral,McDonald's,Big Mac,ff_01,74.31,,,True,True,35-62 min,4.5
didi_food,Tláhuac - Periférica,peripheral,McDonald's,Combo Mediano Big Mac,ff_02,146.33,,,True,True,35-62 min,4.5
didi_food,Tláhuac - Periférica,peripheral,McDonald's,McNuggets 10 piezas,ff_03,86.56,,,True,True,35-62 min,4.5
didi_food,Tláhuac - Periférica,peripheral,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,26.4,,,True,True,35-62 min,4.5
didi_food,Tláhuac - Periférica,peripheral,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,15.36,19.2,20.0,True,True,35-62 min,4.5
didi_food,Tláhuac - Periférica,peripheral,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,279.13,,,True,True,35-62 min,4.5
didi_food,Cuajimalpa - Clase Media Alta,middle_high,McDonald's,Big Mac,ff_01,88.44,,,True,True,25-45 min,4.7
didi_food,Cuajimalpa - Clase Media Alta,middle_high,McDonald's,Combo Mediano Big Mac,ff_02,154.14,,,True,True,25-45 min,4.7
didi_food,Cuajimalpa - Clase Media Alta,middle_high,McDonald's,McNuggets 10 piezas,ff_03,123.15,,,True,True,25-45 min,4.7
didi_food,Cuajimalpa - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Coca-Cola 500ml,rt_01,19.17,,,True,True,25-45 min,4.3
didi_food,Cuajimalpa - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Agua embotellada 1L,rt_02,25.54,,,True,True,25-45 min,4.3
didi_food,Cuajimalpa - Clase Media Alta,middle_high,OXXO / Tienda de conveniencia,Pañales Huggies Ultra Confort,rt_03,286.41,,,True,True,25-45 min,4.3
